0,1 2 3 4 5 6,30,5e-05,2
0,1 2 3 4 5 6,30,5e-05,3
0,1 2 3 4 5 6,30,5e-05,4
0,1 2 3 4 5 6,15,5e-05,2
0,1 2 3 4 5 6,15,5e-05,3
0,1 2 3 4 5 6,15,5e-05,4
0,1 2 3 4 5 6,10,5e-05,2
0,1 2 3 4 5 6,10,5e-05,3
0,1 2 3 4 5 6,10,5e-05,4
0,1 2 3 4 5 6,5,0.0002,2
0,1 2 3 4 5 6,5,0.0002,3
0,1 2 3 4 5 6,5,0.0002,4
0,1 2 3 4 5 6,20,5e-05,2
0,1 2 3 4 5 6,20,5e-05,3
0,1 2 3 4 5 6,20,5e-05,4
0,1 2 3 4 5 6,5,5e-05,2
0,1 2 3 4 5 6,5,5e-05,3
0,1 2 3 4 5 6,5,5e-05,4
0,1 2 3 4 5 6,15,0.0002,2
0,1 2 3 4 5 6,15,0.0002,3
0,1 2 3 4 5 6,15,0.0002,4
0,1 2 3 4 5 6,20,0.0002,2
0,1 2 3 4 5 6,20,0.0002,3
0,1 2 3 4 5 6,20,0.0002,4
0,1 2 3 4 5 6,30,0.0002,2
0,1 2 3 4 5 6,30,0.0002,3
0,1 2 3 4 5 6,30,0.0002,4
0,1 2 3 4 5 6,15,1e-05,2
0,1 2 3 4 5 6,15,1e-05,3
0,1 2 3 4 5 6,15,1e-05,4
